1,"One of the best dining experiences I've had in awhile!!  We had a party of 6 and everything was perfect.  To start we had bread and butter which was to die for.  Then the waiter brought us group of 6 gals two appetizers of their bread and guacamole, with the side of their kale smoothie (yum!!).  I ordered the lunch meal which was their original salad and splurged for the fried chicken sandwich.  Everything was to die for.  I had a bite of my friend's heirloom and brie salad with chocolate shavings and that really gave me the reason to write this review.  To top it all off, I had the bread pudding which was top notch!  Excellent service (with us rowdy group of 6 ladies catching up!) and even better food.  I will DEFINITELY be back and will recommending it to all of my friends and family!"
0,"Some of the staff is wonderful! But there is one who has no customer services skills. I asked for a bloody mary, which he refused to make because he was \""busy\"" (there weren't many people in the bar). He overcharged for my drinks. He handled me being angry about this so poorly. I've never had such bad service, to the point of calling in to complain...  He just had a bad attitude and was overall a poor bartender. \n\nAlso, the sign says 3 doller well drinks, but apparently on weekends, they're 5. They don't tell you that til you close your tab and see your receipt. The sign says \""nightly\"" not weeknights.\nI usually like this place alright, when I'm just there for karaoke. But the bar side needs work. Like, new staff work."
0,"I expected to encounter long lines due to a free burger promotion on this Thursday at lunch time, but the place was not busy.  Though this restaurant has been open for several months, we were told by an employee that no one knows its open because of its location at the far end of the center.  The coupons, I printed 2, were good for standard burgers that come with lettuce, tomato, onion and American cheese plus we shared a soda.  The burgers were tasty, but dry from being overcooked."
0,"Ugh..not good. The customer service was bad. They gave us, water and didn't come back for awhile. They had buy one get one free. We got the taco plates with chicken. The chicken was mushy and tasted like tuna. I ordered a side of sour cream. She forgot it and it took about 5 minutes to get it.  We didn't finish.  Server didn't ask how our meal was."
1,"I decided to watch to show when it came out as it was said to be, \""The Sensual side of Cirque\"" and it did live up to motto. I knew I was going to run into some sexual, raunchy and of course half naked bodies running around on stage and doing some erotic acrobatic moves but I'll leave that to your imagination. \n\nMMMmm....\n\nIt was recommended that we book on the 2nd level of the theater because we'd have a better view then the front rows, plus it was less expensive so why not? The intro was unlike no other Cirque show I've seen. The host was a tall slender drag queen that would talk to the audience and ask intimidating questions about who are they with and some sexual questions that were provocative and humorous. All the dancers were talented and I enjoyed all the acts, throughout the show I've seen all types of body types on stage, full figure woman half naked, tall and small people and very attractive men and woman. I think it was suppose to evoke a sense of erotica sexual energy and being comfortable with the human body. I enjoyed every second of this show and still have some of the acts in my memory. \n\nThis truly was a sensual experience!"
0,Their coffee is one of the best places I've been to but they made me wait 30 minutes for mine. They should have given me a heads before I bought it.
0,Waited 50 minutes today for a pulled pork and a hot link sandwich before asking for our money back. I can't imagine how much longer we would of had to wait. I've heard nothing but good things about this place....so disappointed. They weren't even busy!!
1,Good!!!
1,LOVE this place.  Fish sandwiches are great.  Visiting Pittsburgh for the month and went there for the first time yesterday and am going to go back today!!!
0,"Don't think about asking to 'pick-up' your food, they won't allow it! \n\nThis was a little frustrating as I was coming home from work, I needed to get into my hotel room, eat, shower and pass out.  I get there and the first thing I ask is why can't I order to go, I get a response that because too many people were ordering food and not picking it up, oh please- that is the worse line of bull I have ever heard.  I should have thought about it, I'm sure it's a hotel policy that makes them do it because they want the individuals to play while they wait for their food.  I'm told, oh its quick- literally 5-6 minutes, I'm sitting here thinking that's not even possible, but let's see it happen! No, it wasn't possible, that girl lied worse than a politician- the food took almost 20 minutes and it wasn't worth that much of a wait for the rush I was in.  \n\nI got the steak fajitas with the whole wheat flour tortilla, and the first thing to mention is the tortilla (which there were two) were hard and crusty on the outside, like CRUUUUSSSSTTYY!! I ripped the edges off and said whatever lets dive in and make these babies!  I immediately realized there was about 3 pounds (yes I'm exaggerating, come on people!) of vegetables and 5 oz. (no I'm not exaggerating) of steak.  Literally I'm talking 6 small little pieces of steak with what I guess a whole large onion and 2 bell peppers.  The steak was good, I will say- but the overall flavor of how the onions and peppers cooked was not great, it just was bland- not a fan at all! \n\nWill I go back yes. Was I happy with the service, not so much.  I didn't like being told I couldn't pre order, I didn't like that the girl bold face lied to me about the cook time, and I didn't like that I had what felt like tortillas from the early 2000's and I wasn't happy that I got less steak than the scraps I feed my dogs.  \n\nGive this place a try, but maybe try something other than the fajitas!"
