1,"Food tour was great! Jeremy (our guide) was very informative and entertaining. It was cold so dress warmly! I also expected bite sized tastings from each place, but at the end of the tour, I was rather satisfied. I recommend you doing this tour if  you're not from the area and want to get to know it a little better while eating from local spots."
0,"Food ok. Service consistently poor to awful. Lighting painfully low. \n\nSpecialty burger restaurant whose burger patties are only ok - today dry, rubbery, fairly flavourless though previously better - and flavour combinations pretty mediocre. Assorted deep fried foods are pretty good including the very expensive cheese curds. I had the toadstool burger. The mushrooms and cheese faded away against the charred flavour of the patty which was slightly pink inside and black on the outside. The bun was soggy. The garlic sauce remarkably tasty. For $7.50 ish I felt ripped off. Would recommend getting a cheeseburger to go from five guys to be honest!\n\nService has been poor on previous visits and today was especially bad. \""Emily\"" took her time before she finally came by our table. Then she asked us for our drink orders three times in the space of two minutes. Then a five minute gap... When I said we were ready to order she inexplicably turned around, walked off and disappeared for another five minutes. The rest of the service was adequate in a surly teenage kinda way though she also failed to mention that the cider on the menu was listed incorrectly. When it arrived it was actually peach flavoured and not to my taste at all. However I couldn't be bothered wrestling with her further so can't really blame the restaurant entirely for having suffered through an entire glass of the stuff. \n\nOverall, we will not be returning. Between the dingy lighting (I think meant to create atmosphere...?!!!), the mediocre, overpriced food and the appalling service I would recommend you go elsewhere too."
1,"Really good restaurant, good food, professional service, much better than what was there."
0,the servers are rude especially if you are dining alone. the food was mediocre at best.
0,Went for the buffet on Sunday.  As another reviewer said it was set up weird.  Grew up on German food and this didn't compare. Probably good for a restaurant though. Should try ordering from the menu it might be better.
0,I had heard so much about this place that I wanted to try it out. It was sooooo crowded and you had to fight to get a table. Everything tasted great going down but it wasn't very filling and it did bad things to my stomach. Let's just say I tried it.
0,"After nearly six years of eating here, today was a shocking experience.  I ordered papya salad, and it tasted OFF.  Too fishy, not enough zing.  I sent it back after a few bites, declining for another plate.  Much to my surprise, THEY MADE ME PAY FOR IT.  That's the last of my dollars you will ever receive!  Didn't even TELL me.  Just dropped the check and said sorry the owner says you have to pay becuase you didn't get anything else.  What?  I was afraid to order more after receiving what appeared to be turned shrimp?  So I have to pay for your food I didn't eat?"
1,"The most delectible thai food on the planet. That is an understatement.... They have great fried eggrolls, yellow curry, and thai BBQ."
0,The sushi here is fine but nothing special. I placed an order for pick up. I had looked up the menu on two different websites. I ordered three roles to share with my husband and it was suppose to total $20. When I got there it was $28. When I told them that the prices online were different they just said they changed the menu recently. I asked if they had a menu I could take with me they said no. I don't think we will be back. There are better sushi places for the same price.
1,"House Seats is one of the most amazing things to happen to me! Last year alone I went to more than 200 shows off of the account. This number includes some of the strip's biggest shows, as well as smaller (but great) shows. It is well worth the investment- you will get your money back within one or two shows. \n\nSign up with this link until 11/9/14 and you can get 2 years for the price of 1! \nhttp://lv.houseseats.com/join/?referer=lisa_crockett@comcast.net"
1,"4 stars for the location, the high food quality, and the large menu selection.\nHowever, in my opinion they need to work on the service which could be better. Ok that it's just breakfast, but the customer always needs to feel welcome. \n\nAnyway, I had a biscuits and gravy plate with eggs, bacon, and potatoes. And a large cappuccino. Simply delicious."
1,"Be aware for negative reviews, these are not regulars and have had one bad experience and then gripe about it. How sad!\nI've been here a handful of times and every time it's great. The service is good, the food tastes great, and they are accommodating. The chicken and waffles is delicious :). My fav!"
0,"I have been coming here every Friday to happy hour and listen to  the live band. They always have the tables outside reserved and the place is empty??? WTF? Went there for Cinco de Mayo and paid $5 for cover, went to the outside tables, which were empty and reserved for 2 hours later and we could not sit there? Pissed me off and left and got our money back. Not going back again. What a joke..."
0,"Had the fish and chips and the Aussie meat pie and a few tap beers.\nFish was shaped (frozen?) and very bland (and 16 bucks!), chips were pretty good. the meat pie was OK, but the mashed potatoes were horrible and the gravy was gelatinous (from a can?) .  We will not be back."
0,"This place is a disaster. Every experience is like a horror movie. The staff are limited English speaking which isn't typically an issue, but when you have to point to each ingredient because they have no idea what you have said (four times) then it is time to do some employee development.  The food is always fresh, but this business will never last as long as customer service is this terrible.  As a side, being a person who speaks Spanish, it is not polite to cuss in Spanish and assume no one can understand you!  Completely rude!"
1,"Everything on the lunch buffet was great. The dosa (Indian crepes that are stuffed) are VERY delicious! A person can get full on nothing but the vegetarian options,  there are plenty of meat dishes too.  Leave room for desert. Very friendly staff.  Parking near the capital is a little hit or miss but that is how it is everywhere downtown."
1,I was really pleased with Bombay Spice..it's definitely not your typical Indian restaurant setting.. Think more contemporary American decor... I mean The Smiths were playing on the stereo which gave it a nice relaxing casual vibe. We were served by a great friendly waitress who really knew the food and explained everything real well.. You can tell she was very excited about it. We started with the appetizer sampler which had four selections of appetizers of your choosing..all were outstanding especially the wings and the chickpea ceviche.  I then tried the Chicken Tikka Masala which had lots of great flavor and a nice kick then we checked in on Yelp and got a free dessert. Great prices and the way you order the food makes it really simple.. Great little casual place tucked away in the corner of a strip mall near PV mall.
1,So my boyfriend and I enter and the hostess takes us to a table because there are no booths but it was too cold for me and my bf so she said where ever we would like I sat by the sun for warmth but then I saw a booth became open we moved. In the bathroom its very nice it was messy and very cold also the mechanism sensor of the water flow didn't work very well and the machine where you have to manually take the napkins out. Didn't work so I came out asking for napkins of course they were very apologetic we sat at a booth with Tammie when she came over there were no menus nor was the table clean because we have moved but they quickly set it up . Tammie was amazing had a great smile always and tried to upgrade us but in a casual way where I didn't feel pressure we asked her opinion on dessert and she gave it to us.she asked us for refills and was very on top of her service. Definitely would come back for the service we love TGIF and it's a routine for us .My bf and I have never been to this one and we will be coming back. the only downfall...the bathrooms:( boo
0,Cox has the worst customer service ever! I have been a customer for over 20 years and I just got a bill for a $100 more than last month's bill. Apparently some of my discounts have expired but they offered me a $5/month discount for being a loyal customer...lol!! I am going to start looking into new service providers. I have never met anyone who actually likes Cox as a provider. I would rather give birth to twins while have three root canal's than have to deal with their customer service department. How is it possible after all these years they do not find a specialist to try and teach their staff to provide good customer service. Absolutely the worst company!
0,"For buying used clothes, this is an ok place with decent prices. I actually think it's a little overpriced for used stuff, but I've never purchased anything from here.\n\nHowever, I have sold clothes here over the years, and it seems like they are getting super picky and stingy about what they are choosing to buy now. Plus, the percentage you get back is very little ( I believe it's 35% of what they'll sell it for). I've brought in some really cute, unworn clothes to this store on my last two or three visits, but they denied everything. Sometimes I don't understand why because I've seen some hideous stuff here before. I guess it just depends on the buyer you get. \n\nThey do tend to take more designer labels, but you'll never get your money's worth by selling them here. I tried to sell my Guess pumps here, and they were in perfect condition and only worn once. Guess how much they offered me for them? $5.80 -_-.\n\nI don't think I'll be coming back here anymore, but I will recommend this place to anyone who wants clean out their closets or to anyone who likes to go thrift shopping. I'd only go with selling cheaper, trendy stuff like Forever 21 and Urban Outfitter brands. I wouldn't recommend anyone to sell their designer items here because you'll just get ripped off."
0,"Be patient.  Massive store with muppets working the register.\n\n3rd week stopping in, 3rd week dealing with incompetence on the registers.\n\nThis is a huge store and you could stock up on every grocery and household good you could imagine.  You could also eat in their restaurant, at their hotbar, salad bar, deli, etc.  They have decent prices on a few things and on Wednesday you save 15% in their \""health market\"".  The health market is the tiny section, all the way to the right.  I'll come back because they have a few things I can't get at some other stores but it won't be my go to store, mostly because I have yet to have an easy, positive experience checking out?  Dumb luck or is it a pattern?"
0,"Stayed here  on 4/7 prior to a business meeting.  It had many of the usual Marriott niceties but no Starbucks or availability of coffee that was any better than Folgers or Yuban.  Maybe it's a Wisconsin thing but I thought that nearly every Marriott had reliable, dark roasted coffee.  The room was OK except that they put me in a second floor room that had windows which started at about 5 feet above the floor and the only view was of air conditioning/heating units and I am a lifetime Platinum.  I am not sure if the desk clerk felt it made little difference or what but this is not a crown jewel by any means.  I understand that this place was a Holiday Inn previously but usually hotels converted to the Marriott brand are better than this one was."
0,The food is ok. Not bad for a buffet. The staff is pretty unfriendly. I felt like I don't belong here. \nDefinitely not coming back.
1,"one of the few hipstery/yuppy places in tempe!  call what you want, it's damn good.\n\ni've never been disappointed in the food here. the quality of the food and the atmosphere is extremely high for the price.  and it's a healthier alternative to other nearby eateries.  the Mediterranean burrito thingy is HUGE and tasty.  it makes two meals for me.\n\nplaces like this in SF charge about double for the same food...\n\ngood for a date (dont get caught checking out the waitresses), group of friends, or the fam (just not the little ones)."
0,"When I signed my lease they told me they recommend having the apt. sprayed for pests EVERY MONTH. The manger admits they have a roach problem and the pest control man told me as soon as it warms up the \""water bugs\"" meaning big roaches will show up. There is a pigeon infestation that is so bad when the wind comes up, there are feathers flying all over outside - it looks like you are inside a room full of birds. They poop on my stairs, entry way, live on my roof, near my air conditioning unit, feathers come in from the dryer vent. The pigeons sit in the dumpsters so when you put a bag of garbage in the dumpster, they fly up and get agressive and dustr and mites go all over the place. I get bit from bird mites when I go to get my mail. Have to wear long pants, socks and shoes to not get bit. My kitchen sink drains out in front of my apartment out into the parking area so there is always a stream of water there. I can see soap suds under the front of my building. Kitchen is a mess. Dishwasher opens across the two sinks, try putting dishes in when you have to move away from the sink, the refig is old and lopsided so the door won't stay open. Cupbards are so small I have to turn my dishes sideways to get them in. No linen closet, stacked washer & dryer with NO place to put laundry stuff. I contacted the manger because I have a bug infestation, which I showed the bugs to the police and they told me to contact the management and have pest control come out and find out what they are. Manager will not respond, I made second request in person in the office, still no response, now the management doesn't speak to me. My guess is several people got bird mites from the pigeon infestation so they are ignoring finding out if the bugs are bird mites. I lost my clothing and belongings due to it, am moving in 11 more days. Yes the view of the golf course is pretty, but the old men in the golf carts go right up to your bedroom and livingroom windows. You have NO privacy at all.I can hear my neighbors do laundry, shower. I fell sorry for the lady below me because I have to do so much laundry due to the bug infestation."
1,"Had an amazing meal! We were seated right away, however, it was a Sunday night and it was 5:30pm. I ordered the trout, it was fantastic! My friends had the meatloaf, steak and ribs. All had great reviews. The desserts were equally as fabulous! Service was great. Only complaint, it was too dark in the restaurant. I will go back!"
0,"Last December after quiting my job I quickly needed something to pay the bills.  After having trouble on my own I decided to test my luck with a temp agency and let them do all the selling for me.  I went into their office to have a sit down with one of the reps, which consisted of me telling my rep what kind of job I would like and the wage I was willing to work for.  I then spent over an hour  taking tests to figure out my customer service capabilities.   After I finished my tests there at their office I was instructed to go home where they would be emailing me links to take more tests of my knowledge of programs such as Outlook, Excel, and Word.  That took about another hour.  So now I have spend 2hrs taking tests for these people they are sure to find me a job right?!  WRONG...  Days went by, weeks even started going by, thank god I had a holiday job..I did get some offers but nothing that was worth working for. Correct me if I'm wrong I did tell you the wage I was looking for when I spent an hour at your office did I not?!?! I gave up hope on Apple One and found the job I am at right now and going strong.  Apparently they don't update their system that often and have recently started emailing me about job possibilities again.  \n\nI gave Apple One 1 star because they didn't help me at all.  Instead they wasted my time which I'm sure I returned the favor and wasted their time!  They did help me a bit though by getting my butt into gear and doing shit on my own!"
0,Was on a itison voucher and felt like I was treated as though I was on a voucher and not like a customer:\n\nSome what neglected...\nNot great value for money...\nGreat atmosphere though...
1,"awesome vermicelli with coconut milk. if i lived around here i would eat at tram's every day. actually, i live in san francisco, which (obviously) has excellent restaurants, many of them vietnamese. i would put tram's up against any of them, any day of the week."
0,"The food quality and selection here is not bad for a buffet, especially considering the price. The major problem is cleanliness and sanitation. My most recent visit was on a busy Sunday afternoon. The dining room tables and floors were simply filthy, and one of the sinks in the men's room was filled with vomit (no kidding).  While the staff was good at restocking the buffet with fresh, hot stuff, they seemed totally unconcerned about the mess in the dining area and bathroom.  The food quality and selection is 3star for a buffet, especially considering the sushi selection, but because of the nastiness of the place I cant see giving more than a 2star rating overall."
0,Been here twice for brow wax. First time lisa did them and they were great! She understood exactly how I wanted them and I was so pleased.  I returned month later and lisa was busy at that time so another female I cannot remember her name did them. I told her how I wanted. I wanted exactly how lisa did it ehich was lining my natural point on the brow and when she was done I was upset. She moved the point to the center of brow.. now when I raise my brows it looks awful.  5 stars for Lisa. Nobe for the other person.  Unfortunately I moved across town so I will not be able to return to lisa. Brow was about $10
0,"The most dissatisfying experience I've ever had in Vegas. I came to celebrate my 22nd birthday with my best friend. We were confirmed for the guest list, but we were promptly held up by the ID checkers, who claimed that we looked nothing like our photo IDs. They proceeded to ignore our offers to show our credit cards matching our IDs, and called a bouncer over. They gave our perfectly legitimate IDs to the bouncer, who also looked them over, then glared at us and shoved our IDs to us, saying \""don't ever come back here using these again\"". Needless to say, my friend and I were upset. We attempted to talk to someone in charge, but they all looked away uncomfortably and said that whatever the bouncer says, goes - unless we happened to be carrying our passports. Neither of us have EVER had this happen to us before, so of course we were not carrying our passports with us. The manner in which the staff treated us (completely legal customers) tonight was atrocious and offensive. The fact that they rudely dismissed us as if we were guilty was infuriating, as we had done absolutely nothing wrong."
1,"Great food, great price, fast service, clean place... I'll be back for sure."
0,"Went there last night for my first time and food was not that great, I have had better filet mignon. But that is not the reason why I am writing this review. We arrived and the hostess had asked my date to remove his hat which I could understand being a nice restaurant and all. After we had completed our dinner and waiting for the check to come, we see a large group seated and most of them were wearing hats, and t-shirts. Now, I am not one to complain about the food or service but if I am paying good $$$$ to eat at this so called nice place, I would accept the same rules apply to all customers. I had expressed my dissatisfaction to our lovely waitress but the manager came by and said sorry like it was no big deal. Regardless of why we were treated differently, If I am going to fork up $200 to eat at a nice restaurant I expect respect, great service and great food. I can say, I will never dine at Donovan's ever again and would give Hillstone my business. Way better service at Hillstone and better food."
1,"Definitely a great place to get a burger.  I live the little bacon burger with lettuce, tomato, onion, BBQ sauce. This testament to the power of the burger gods is only $6! Love this place.  Daym Daym DAYM"
0,Not even worth the one star. Ordered eggplant parm.  Got spaghetti with some eggplant on top.  Terrible and will not go back.  This cost 16 dollars.  Salad was also bad.  Get a real business.
1,"Just a short 15 minutes door-to-door to the strip, this has been by far my greatest living experience in Las Vegas. \n\nA true gated community, well manicured lawns, maintenance that answers calls within minutes, you really experience an elevated lifestyle here. \n\nThe office staff are friendly (especially Brent who has been more than helpful since signing my lease), pool is amazing on the weekends with cabanas and plenty of room for all of your friends. Also, can we talk about the 2-story floor plans? Amazing. \n\nThe complex itself is very quiet, very clean, and VERY convenient. Minutes from Target, Town Square, Raising Canes (heaven), and Glaziers (the best grocery store ever.) \n\nWhile the prices here are nowhere near other complexes around, it's obvious that your dollar here really gets you the best. I'd recommend this place for anyone looking for a spectacular place to live."
1,first time having italian beef.  This was pretty fantastic.
1,"Friday night, ordered for pick up. Food is always amazing. But the serivce seems to be getting BETTER. The bartender offered me a drink while I waited for my order to be picked up. They gave me EXTRA ranch, where most places charge you, and just overall friendly and professional. Garlic knots are my favorite. I ate them the next day for lunch AND dinner! Mmmmph! Pizza is terrific and the menu includes a lot of other dishes I am eager to try!"
